run_id,trial_id,learning_rate,num_leaves,max_depth,min_child_samples,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,n_estimators,early_stopping_rounds,cv_mean_auc,cv_std_auc,best_iteration_mean,training_time_sec,status,notes
20260119_024933,1,0.02,127,127,,0.9497036,0.8715623,0.041545473,0.0735294,10000,200,0.7910157848692845,0.0013758368860449744,654.2,,COMPLETE,Single trial with fixed hyperparameters
