run_id,fold_id,feature_name,importance_gain,importance_split
20260119_024933,1,BURO_MONTHS_BALANCE_SIZE_SUM,1009.7151370048523,96
20260119_024933,1,BURO_CREDIT_ACTIVE_Active_MEAN,2083.50062417984,143
20260119_024933,1,BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_ACTIVE_Closed_MEAN,2671.6808853149414,163
20260119_024933,1,BURO_CREDIT_ACTIVE_Sold_MEAN,125.25319147109985,13
20260119_024933,1,BURO_CREDIT_ACTIVE_nan_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_CURRENCY_currency_1_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_CURRENCY_currency_2_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_CURRENCY_currency_3_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_CURRENCY_currency_4_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_CURRENCY_nan_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Car_loan_MEAN,496.5633010864258,52
20260119_024933,1,BURO_CREDIT_TYPE_Cash_loan_non_earmarked__MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Consumer_credit_MEAN,2060.203465461731,190
20260119_024933,1,BURO_CREDIT_TYPE_Credit_card_MEAN,2359.0252542495728,201
20260119_024933,1,BURO_CREDIT_TYPE_Interbank_credit_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Loan_for_purchase_of_shares_margin_lending__MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Microloan_MEAN,2854.988398551941,91
20260119_024933,1,BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Mortgage_MEAN,1243.6001253128052,65
20260119_024933,1,BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0.0,0
20260119_024933,1,BURO_CREDIT_TYPE_nan_MEAN,0.0,0
20260119_024933,1,BURO_STATUS_0_MEAN_MEAN,2160.9134640693665,186
20260119_024933,1,BURO_STATUS_1_MEAN_MEAN,1482.7876119613647,119
20260119_024933,1,BURO_STATUS_2_MEAN_MEAN,95.8127212524414,8
20260119_024933,1,BURO_STATUS_3_MEAN_MEAN,8.47152042388916,1
20260119_024933,1,BURO_STATUS_4_MEAN_MEAN,8.862330436706543,1
20260119_024933,1,BURO_STATUS_5_MEAN_MEAN,123.71081876754761,11
20260119_024933,1,BURO_STATUS_C_MEAN_MEAN,1618.7020592689514,122
