model_name,run_id,threshold,tp,fp,tn,fn,precision,recall,f1,specificity,fpr,fnr
LightGBM,20260119_024933,0.05,20508,116162,166520,4317,0.15005487671032414,0.8261027190332326,0.2539769033097,0.5890718192173537,0.4109281807826462,0.17389728096676738
LightGBM,20260119_024933,0.1,15234,55414,227268,9591,0.21563243120824369,0.6136555891238671,0.31912687356634856,0.8039705393339512,0.1960294606660488,0.3863444108761329
LightGBM,20260119_024933,0.2,8756,18663,264019,16069,0.31934060323133595,0.35270896273917424,0.3351963861878876,0.9339788171868035,0.06602118281319645,0.6472910372608258
LightGBM,20260119_024933,0.3,4915,7353,275329,19910,0.4006358004564721,0.19798590130916416,0.26500957053891566,0.9739884393063584,0.02601156069364162,0.8020140986908358
LightGBM,20260119_024933,0.5,1282,1013,281669,23543,0.5586056644880174,0.05164149043303122,0.09454277286135693,0.9964164679746146,0.0035835320253854155,0.9483585095669688
