run_id,fold_id,best_iteration,best_valid_auc,final_valid_auc,train_auc_at_best_iter,valid_auc_at_best_iter
20260119_024933,1,608,0.792485561945615,0.7917120699057425,0.9348076154170121,0.792485561945615
20260119_024933,2,584,0.7886574847557566,0.7882859162005945,0.9316756367049444,0.7886574847557566
20260119_024933,3,648,0.7909910259375947,0.7906460616135931,0.9394813332242161,0.7909910259375947
20260119_024933,4,677,0.7906584367188524,0.7903293561534452,0.9438507785557888,0.7906584367188524
20260119_024933,5,754,0.7922864149886035,0.7915521310811211,0.9524755892109847,0.7922864149886035
